asset_id,hostname,classe,tipo_ativo,fabricante_hw,modelo_hw,so_vendor,so_produto,so_versao,so_versao_norm,app_vendor,app_produto,app_versao,app_versao_norm,ip_address,criticidade,ambiente,status,departamento_ou_aplicacao_hospedada,localizacao_ou_hospedagem,responsavel_ou_equipe_ti,data_aquisicao,ultimo_inventario
ASSET-0240,SRVMON-LNX-002,Servidor,Servidor de Monitoramento,HPE,ProLiant DL360 Gen10,Linux,Linux,6.1.130,6.1.130,curl,curl,8.11.1,8.11.1,10.1.4.1,ALTA,Produção,Ativo,Monitoramento de Infraestrutura,Cloud - GCP,Time de Segurança,2023-10-29,2025-11-27
ASSET-0241,SRVMON-LNX-003,Servidor,Servidor de Monitoramento,Dell,PowerEdge R540,Red Hat,Red Hat Enterprise Linux 8,8.0,8.0,Oracle Corporation,MySQL Server,8.0.20,8.0.20,10.1.4.178,CRÍTICA,Produção,Ativo,SIEM / Logs de Segurança,On-Premise,Infraestrutura N3,2019-02-24,2024-04-15
ASSET-0242,SRVMON-LNX-004,Servidor,Servidor de Monitoramento,IBM,Power S1022,Linux,Linux,5.15.80,5.15.80,Fortinet,FortiOS,7.2.0,7.2.0,10.1.4.18,MÉDIA,Produção,Ativo,SIEM / Logs de Segurança,On-Premise,Time de Segurança,2022-12-08,2024-12-25
ASSET-0243,SRVMON-LNX-005,Servidor,Servidor de Monitoramento,HPE,ProLiant DL360 Gen10,Microsoft,Windows Server 2025,10.0.26100.0,10.0.26100.0,Adobe,ColdFusion,2023.0,2023.0,10.1.4.230,CRÍTICA,Homologação,Ativo,SIEM / Logs de Segurança,On-Premise,Time de Segurança,2022-04-22,2024-12-25
ASSET-0244,SRVMON-LNX-006,Servidor,Servidor de Monitoramento,HPE,ProLiant DL380 Gen10,Red Hat,Red Hat Enterprise Linux 9,9.4,9.4,Fortinet,FortiOS,7.4.6,7.4.6,10.1.4.64,MÉDIA,Homologação,Ativo,SIEM / Logs de Segurança,Cloud - GCP,Time de Segurança,2018-04-20,2025-11-05
ASSET-0245,SRVMON-LNX-007,Servidor,Servidor de Monitoramento,Supermicro,SuperServer 1029P,Linux,Linux,6.1.130,6.1.130,Oracle Corporation,Oracle Java SE,17.0.15,17.0.15,10.1.4.201,BAIXA,Desenvolvimento,Ativo,SIEM / Logs de Segurança,On-Premise,Time de Segurança,2019-04-07,2024-09-03
ASSET-0246,SRVMON-LNX-008,Servidor,Servidor de Monitoramento,Supermicro,SuperServer 1029P,Red Hat,Red Hat Enterprise Linux 8,8.10,8.10,Adobe,ColdFusion,2023.0,2023.0,10.1.4.34,ALTA,Desenvolvimento,Ativo,Monitoramento de Infraestrutura,On-Premise,Infraestrutura N3,2024-02-16,2025-11-30
ASSET-0247,SRVMON-LNX-009,Servidor,Servidor de Monitoramento,Lenovo,ThinkSystem SR650,Microsoft,Windows Server 2019,10.0.17763.7500,10.0.17763.7500,Cisco,Cisco IOS XE Software,17.12.1,17.12.1,10.1.4.4,ALTA,Produção,Ativo,Monitoramento de Infraestrutura,Cloud - Azure,Time de Segurança,2022-06-19,2025-06-02
ASSET-0248,SRVMON-LNX-010,Servidor,Servidor de Monitoramento,Supermicro,SuperServer 2029P,Linux,Linux,6.1.130,6.1.130,Adobe,ColdFusion,2023.0,2023.0,10.1.4.22,MÉDIA,Produção,Ativo,SIEM / Logs de Segurança,Cloud - GCP,Infraestrutura N3,2018-12-09,2024-11-13
ASSET-0249,SRVMON-LNX-011,Servidor,Servidor de Monitoramento,HPE,ProLiant DL380 Gen10,Microsoft,Windows Server 2022,10.0.20348.4300,10.0.20348.4300,SAP_SE,SAP NetWeaver Application Server for ABAP,SAP_BASIS 740,740,10.1.4.80,MÉDIA,Homologação,Em manutenção,SIEM / Logs de Segurança,Cloud - AWS,Time de Segurança,2018-08-26,2024-09-07
ASSET-0250,SRVMON-LNX-012,Servidor,Servidor de Monitoramento,Lenovo,ThinkSystem SR650,Microsoft,Windows Server 2022,10.0.20348.4300,10.0.20348.4300,,,,,10.1.4.80,MÉDIA,Homologação,Ativo,SIEM / Logs de Segurança,Cloud - Azure,Time de Segurança,2018-02-21,2025-12-25
ASSET-0251,SRVMON-LNX-013,Servidor,Servidor de Monitoramento,Dell,PowerEdge R750,Microsoft,Windows Server 2019,10.0.17763.5000,10.0.17763.5000,curl,curl,8.4.0,8.4.0,10.1.4.43,ALTA,Homologação,Em manutenção,SIEM / Logs de Segurança,On-Premise,Infraestrutura N3,2019-04-29,2024-01-31
ASSET-0252,SRVBKP-LNX-001,Servidor,Servidor de Backup,Lenovo,ThinkSystem SR630,Linux,Linux,5.15.80,5.15.80,Cisco,Cisco IOS XE Software,17.13.1,17.13.1,10.1.5.128,MÉDIA,Produção,Ativo,Backup de Servidores,On-Premise,Infraestrutura N3,2024-05-10,2024-06-19
ASSET-0253,SRVBKP-LNX-002,Servidor,Servidor de Backup,IBM,Power S1022,Linux,Linux,5.15.170,5.15.170,Oracle Corporation,Oracle Java SE,17.0.13,17.0.13,10.1.5.12,BAIXA,Produção,Ativo,Backup de Servidores,On-Premise,Infraestrutura N3,2022-01-30,2025-01-27
ASSET-0254,SRVBKP-LNX-003,Servidor,Servidor de Backup,Dell,PowerEdge R540,Microsoft,Windows Server 2019,10.0.17763.5000,10.0.17763.5000,Oracle Corporation,Oracle Java SE,17.0.13,17.0.13,10.1.5.64,ALTA,Homologação,Ativo,Backup de Banco de Dados,On-Premise,Time de Backup e Recuperação,2018-11-16,2025-08-08
ASSET-0255,SRVBKP-LNX-004,Servidor,Servidor de Backup,Supermicro,SuperServer 1029P,Linux,Linux,5.15.170,5.15.170,Oracle Corporation,Oracle Java SE,11.0.25,11.0.25,10.1.5.245,ALTA,Desenvolvimento,Em manutenção,Backup de Servidores,On-Premise,Infraestrutura N3,2021-06-26,2024-12-01
ASSET-0256,SRVBKP-LNX-005,Servidor,Servidor de Backup,Lenovo,ThinkSystem SR650,Microsoft,Windows Server 2022,10.0.20348.4300,10.0.20348.4300,SAP_SE,SAP NetWeaver Application Server ABAP,SAP_BASIS 731,731,10.1.5.145,MÉDIA,Homologação,Ativo,Backup de Banco de Dados,On-Premise,Time de Backup e Recuperação,2022-02-17,2025-08-28
ASSET-0257,SRVBKP-LNX-006,Servidor,Servidor de Backup,HPE,ProLiant DL380 Gen10,Red Hat,Red Hat Enterprise Linux 8,8.10,8.10,Cisco,Cisco IOS XE Software,17.12.1,17.12.1,10.1.5.7,ALTA,Produção,Em manutenção,Backup de Servidores,On-Premise,Time de Backup e Recuperação,2018-02-09,2024-12-09
ASSET-0258,SRVBKP-LNX-007,Servidor,Servidor de Backup,Lenovo,ThinkSystem SR630,Microsoft,Windows Server 2022,10.0.20348.0,10.0.20348.0,Cisco,Cisco IOS XE Software,17.12.1,17.12.1,10.1.5.108,MÉDIA,Produção,Descomissionado,Backup de Servidores,On-Premise,Infraestrutura N3,2021-02-20,2024-04-05
ASSET-0259,SRVBKP-LNX-008,Servidor,Servidor de Backup,HPE,ProLiant DL360 Gen10,Microsoft,Windows Server 2022,10.0.20348.2700,10.0.20348.2700,,,,,10.1.5.149,CRÍTICA,Produção,Em manutenção,Backup de Banco de Dados,Cloud - AWS,Infraestrutura N3,2018-11-03,2025-08-29
ASSET-0260,SRVBKP-LNX-009,Servidor,Servidor de Backup,HPE,ProLiant DL380 Gen10,Microsoft,Windows Server 2022,10.0.20348.2700,10.0.20348.2700,Fortinet,FortiWeb,7.4.0,7.4.0,10.1.5.238,BAIXA,Homologação,Ativo,Backup de Banco de Dados,On-Premise,Time de Backup e Recuperação,2021-07-26,2025-04-08
ASSET-0261,SRVBKP-LNX-010,Servidor,Servidor de Backup,Dell,PowerEdge R750,Linux,Linux,6.1.100,6.1.100,Oracle Corporation,Oracle Java SE,8u431,8.0.431,10.1.5.40,CRÍTICA,Produção,Ativo,Backup de Servidores,Cloud - Azure,Infraestrutura N3,2019-05-10,2025-07-02
ASSET-0262,SRVBKP-LNX-011,Servidor,Servidor de Backup,HPE,ProLiant DL360 Gen10,Linux,Linux,5.15.170,5.15.170,Cisco,Cisco IOS XE Software,17.12.1,17.12.1,10.1.5.219,CRÍTICA,Produção,Ativo,Backup de Banco de Dados,Cloud - AWS,Time de Backup e Recuperação,2024-10-07,2024-02-11
ASSET-0263,SRVBKP-LNX-012,Servidor,Servidor de Backup,IBM,Power S1022,Microsoft,Windows Server 2025,10.0.26100.0,10.0.26100.0,Juniper Networks,Junos OS,22.4,22.4,10.1.5.248,ALTA,Produção,Ativo,Backup de Servidores,Cloud - GCP,Infraestrutura N3,2020-12-01,2024-06-27
ASSET-0264,SRVBKP-LNX-013,Servidor,Servidor de Backup,Lenovo,ThinkSystem SR650,Microsoft,Windows Server 2022,10.0.20348.0,10.0.20348.0,Fortinet,FortiOS,7.2.12,7.2.12,10.1.5.206,MÉDIA,Produção,Ativo,Backup de Servidores,Cloud - AWS,Infraestrutura N3,2020-06-29,2024-05-13
ASSET-0265,SRVBKP-LNX-014,Servidor,Servidor de Backup,Lenovo,ThinkSystem SR630,Microsoft,Windows Server 2025,10.0.26100.0,10.0.26100.0,Juniper Networks,Junos OS,22.4,22.4,10.1.5.235,BAIXA,Produção,Ativo,Backup de Servidores,Cloud - Azure,Time de Backup e Recuperação,2022-12-22,2024-05-11
ASSET-0266,SRVBKP-LNX-015,Servidor,Servidor de Backup,IBM,Power S1022,Microsoft,Windows Server 2022,10.0.20348.4300,10.0.20348.4300,,,,,10.1.5.44,BAIXA,Produção,Ativo,Backup de Servidores,Cloud - AWS,Infraestrutura N3,2023-07-26,2024-01-31
ASSET-0267,NB-WIN11-001,Notebook,Estação de Trabalho,Apple,MacBook Pro 14,Microsoft,Windows 10 Version 22H2,10.0.19045.0,10.0.19045.0,curl,curl,8.4.0,8.4.0,192.168.1.48,ALTA,Produção,Ativo,Operações,Curitiba - PR,Thiago Rocha,2024-11-20,2025-09-26
ASSET-0268,NB-WIN11-002,Notebook,Estação de Trabalho,HP,ProBook 450 G10,Microsoft,Windows 10 Version 21H2,10.0.19044.5700,10.0.19044.5700,Oracle Corporation,Oracle Java SE,17.0.15,17.0.15,192.168.1.16,CRÍTICA,Produção,Ativo,Jurídico,Fortaleza - CE,Fernanda Alves,2023-11-24,2024-09-12
ASSET-0269,NB-WIN11-003,Notebook,Estação de Trabalho,Microsoft Surface,Surface Laptop 5,Apple,macOS,14.0,14.0,,,,,192.168.1.140,MÉDIA,Produção,Ativo,Jurídico,Porto Alegre - RS,Fernanda Alves,2021-08-10,2025-02-01
ASSET-0270,NB-WIN11-004,Notebook,Estação de Trabalho,Dell,Latitude 7440,Microsoft,Windows 11 Version 23H2,10.0.22631.3000,10.0.22631.3000,Oracle Corporation,Oracle Java SE,17.0.13,17.0.13,192.168.1.230,BAIXA,Produção,Em manutenção,Controladoria,Curitiba - PR,Carlos Mendes,2023-04-17,2025-06-26
ASSET-0271,NB-WIN11-005,Notebook,Estação de Trabalho,Microsoft Surface,Surface Laptop 5,Microsoft,Windows 11 Version 23H2,10.0.22631.6100,10.0.22631.6100,,,,,192.168.1.169,ALTA,Produção,Ativo,TI - Desenvolvimento,Rio de Janeiro - RJ,Beatriz Costa,2018-08-18,2024-08-12
ASSET-0272,NB-WIN11-006,Notebook,Estação de Trabalho,Apple,MacBook Pro 16,Microsoft,Windows 10 Version 21H2,10.0.19044.5700,10.0.19044.5700,,,,,192.168.1.152,ALTA,Homologação,Ativo,TI - Desenvolvimento,Brasília - DF,Beatriz Costa,2024-08-20,2024-01-29
ASSET-0273,NB-WIN11-007,Notebook,Estação de Trabalho,HP,ZBook Studio G10,Apple,macOS,14.8,14.8,curl,curl,8.11.0,8.11.0,192.168.1.243,ALTA,Desenvolvimento,Em manutenção,Controladoria,Brasília - DF,Camila Torres,2023-07-10,2025-07-09
ASSET-0274,NB-WIN11-008,Notebook,Estação de Trabalho,Apple,MacBook Pro 14,Microsoft,Windows 11 Version 23H2,10.0.22631.3000,10.0.22631.3000,Oracle Corporation,Oracle Java SE,17.0.13,17.0.13,192.168.1.155,ALTA,Produção,Ativo,TI - Segurança,São Paulo - SP,Beatriz Costa,2024-11-20,2024-07-25
ASSET-0275,NB-WIN11-009,Notebook,Estação de Trabalho,HP,ZBook Studio G10,Apple,macOS,13.0,13.0,Oracle Corporation,Oracle Java SE,17.0.13,17.0.13,192.168.1.6,CRÍTICA,Homologação,Ativo,TI - Desenvolvimento,Porto Alegre - RS,Carlos Mendes,2019-03-31,2025-06-22
ASSET-0276,NB-WIN11-010,Notebook,Estação de Trabalho,Dell,Latitude 7440,Apple,macOS,13.8,13.8,Adobe,Adobe Experience Manager,6.5.22,6.5.22,192.168.1.26,ALTA,Produção,Descomissionado,Compras,Salvador - BA,Camila Torres,2022-11-25,2025-10-16
ASSET-0277,NB-WIN11-011,Notebook,Estação de Trabalho,HP,EliteBook 840 G10,Microsoft,Windows 10 Version 22H2,10.0.19045.5800,10.0.19045.5800,curl,curl,8.4.0,8.4.0,192.168.1.228,BAIXA,Homologação,Ativo,Compras,Fortaleza - CE,Larissa Moura,2024-08-09,2024-06-28
ASSET-0278,NB-WIN11-012,Notebook,Estação de Trabalho,HP,EliteBook 840 G10,Microsoft,Windows 10 Version 22H2,10.0.19045.0,10.0.19045.0,Adobe,Adobe Experience Manager,6.5.0,6.5.0,192.168.1.243,MÉDIA,Desenvolvimento,Ativo,TI - Desenvolvimento,São Paulo - SP,Larissa Moura,2024-05-13,2024-02-03
ASSET-0279,NB-WIN11-013,Notebook,Estação de Trabalho,HP,ZBook Studio G10,Microsoft,Windows 11 Version 24H2,10.0.26100.5000,10.0.26100.5000,Adobe,InDesign Desktop,20.3,20.3,192.168.1.128,CRÍTICA,Homologação,Ativo,Financeiro,Rio de Janeiro - RJ,Thiago Rocha,2021-08-01,2024-06-20
ASSET-0280,NB-WIN11-014,Notebook,Estação de Trabalho,Dell,Precision 5570,Apple,macOS,14.0,14.0,,,,,192.168.1.3,ALTA,Produção,Ativo,Marketing,Porto Alegre - RS,Fernanda Alves,2020-11-17,2024-04-20
ASSET-0281,NB-WIN11-015,Notebook,Estação de Trabalho,Dell,Latitude 7440,Apple,macOS,14.8,14.8,Oracle Corporation,Oracle Java SE,8u431,8.0.431,192.168.1.227,ALTA,Desenvolvimento,Ativo,Comercial,Salvador - BA,Rafael Lima,2022-03-18,2024-04-13
ASSET-0282,NB-WIN11-016,Notebook,Estação de Trabalho,Microsoft Surface,Surface Laptop 5,Apple,macOS,13.8,13.8,Adobe,Illustrator,29.6,29.6,192.168.1.205,BAIXA,Produção,Ativo,TI - Desenvolvimento,Recife - PE,Ana Souza,2019-03-05,2024-03-16
ASSET-0283,NB-WIN11-017,Notebook,Estação de Trabalho,Apple,MacBook Pro 14,Microsoft,Windows 11 Version 23H2,10.0.22631.6100,10.0.22631.6100,Oracle Corporation,Oracle Java SE,17.0.13,17.0.13,192.168.1.242,BAIXA,Produção,Ativo,Compras,Rio de Janeiro - RJ,Roberto Silva,2024-11-18,2025-05-09
ASSET-0284,NB-WIN11-018,Notebook,Estação de Trabalho,Apple,MacBook Air M3,Apple,macOS,14.8,14.8,Oracle Corporation,Oracle Java SE,8u431,8.0.431,192.168.1.14,CRÍTICA,Produção,Ativo,TI - Desenvolvimento,Salvador - BA,Rafael Lima,2024-03-19,2025-07-07
ASSET-0285,NB-WIN11-019,Notebook,Estação de Trabalho,HP,ProBook 450 G10,Microsoft,Windows 11 Version 23H2,10.0.22631.3000,10.0.22631.3000,curl,curl,8.4.0,8.4.0,192.168.1.101,MÉDIA,Desenvolvimento,Ativo,Financeiro,Rio de Janeiro - RJ,Carlos Mendes,2022-01-17,2024-01-04
ASSET-0286,NB-WIN11-020,Notebook,Estação de Trabalho,HP,ZBook Studio G10,Microsoft,Windows 10 Version 22H2,10.0.19045.0,10.0.19045.0,Oracle Corporation,Oracle Java SE,8u451,8.0.451,192.168.1.25,CRÍTICA,Produção,Ativo,Marketing,Recife - PE,Beatriz Costa,2018-12-02,2025-04-29
ASSET-0287,NB-WIN11-021,Notebook,Estação de Trabalho,HP,ProBook 450 G10,Apple,macOS,13.8,13.8,Oracle Corporation,Oracle Java SE,8u451,8.0.451,192.168.1.170,ALTA,Homologação,Ativo,Comercial,Recife - PE,Thiago Rocha,2022-02-28,2025-01-25
ASSET-0288,NB-WIN11-022,Notebook,Estação de Trabalho,Apple,MacBook Pro 14,Microsoft,Windows 11 Version 23H2,10.0.22631.6100,10.0.22631.6100,Oracle Corporation,Oracle Java SE,17.0.13,17.0.13,192.168.1.68,ALTA,Produção,Ativo,RH,Recife - PE,Fernanda Alves,2019-02-01,2024-03-28
ASSET-0289,NB-WIN11-023,Notebook,Estação de Trabalho,Microsoft Surface,Surface Pro 9,Apple,macOS,14.0,14.0,Adobe,Adobe Experience Manager,6.5.22,6.5.22,192.168.1.16,BAIXA,Desenvolvimento,Ativo,Controladoria,Curitiba - PR,Roberto Silva,2024-01-03,2025-12-04
ASSET-0290,NB-WIN11-024,Notebook,Estação de Trabalho,Apple,MacBook Air M3,Apple,macOS,13.8,13.8,,,,,192.168.1.21,ALTA,Desenvolvimento,Ativo,Financeiro,Recife - PE,Marcos Oliveira,2024-05-28,2025-06-13
ASSET-0291,NB-WIN11-025,Notebook,Estação de Trabalho,Microsoft Surface,Surface Laptop 5,Apple,macOS,13.0,13.0,Adobe,InDesign Desktop,20.3,20.3,192.168.1.243,BAIXA,Desenvolvimento,Em manutenção,TI - Segurança,Recife - PE,Rafael Lima,2019-06-01,2024-02-13
ASSET-0292,NB-WIN11-026,Notebook,Estação de Trabalho,Apple,MacBook Pro 14,Microsoft,Windows 10 Version 22H2,10.0.19045.0,10.0.19045.0,Oracle Corporation,Oracle Java SE,8u451,8.0.451,192.168.1.153,ALTA,Desenvolvimento,Em manutenção,Marketing,Brasília - DF,Patrícia Gomes,2018-10-02,2024-03-30
ASSET-0293,NB-WIN11-027,Notebook,Estação de Trabalho,Apple,MacBook Air M3,Microsoft,Windows 10 Version 22H2,10.0.19045.0,10.0.19045.0,Adobe,InDesign Desktop,19.0,19.0,192.168.1.118,BAIXA,Produção,Ativo,Operações,Belo Horizonte - MG,Roberto Silva,2024-08-03,2025-06-19
ASSET-0294,NB-WIN11-028,Notebook,Estação de Trabalho,Dell,Latitude 7440,Apple,macOS,13.0,13.0,Adobe,Illustrator,28.0,28.0,192.168.1.151,MÉDIA,Desenvolvimento,Ativo,TI - Desenvolvimento,Brasília - DF,Camila Torres,2019-03-09,2025-07-30
ASSET-0295,NB-WIN11-029,Notebook,Estação de Trabalho,HP,ZBook Studio G10,Apple,macOS,13.0,13.0,Oracle Corporation,Oracle Java SE,8u451,8.0.451,192.168.1.99,MÉDIA,Homologação,Ativo,Operações,Salvador - BA,Marcos Oliveira,2019-12-07,2024-10-09
ASSET-0296,NB-WIN11-030,Notebook,Estação de Trabalho,Microsoft Surface,Surface Pro 9,Microsoft,Windows 10 Version 22H2,10.0.19045.0,10.0.19045.0,Oracle Corporation,Oracle Java SE,17.0.13,17.0.13,192.168.1.226,ALTA,Produção,Ativo,TI - Infraestrutura,Salvador - BA,Thiago Rocha,2021-01-05,2025-01-16
ASSET-0297,NB-WIN11-031,Notebook,Estação de Trabalho,HP,ProBook 450 G10,Microsoft,Windows 11 Version 24H2,10.0.26100.0,10.0.26100.0,Adobe,Adobe Experience Manager,6.5.22,6.5.22,192.168.1.179,MÉDIA,Desenvolvimento,Ativo,RH,Recife - PE,Patrícia Gomes,2021-05-15,2025-03-29
ASSET-0298,NB-WIN11-032,Notebook,Estação de Trabalho,HP,ProBook 450 G10,Apple,macOS,13.0,13.0,,,,,192.168.1.166,CRÍTICA,Produção,Em manutenção,Compras,Salvador - BA,Camila Torres,2022-07-26,2025-05-11
ASSET-0299,NB-WIN11-033,Notebook,Estação de Trabalho,HP,EliteBook 840 G10,Apple,macOS,13.0,13.0,Adobe,InDesign Desktop,19.0,19.0,192.168.1.80,MÉDIA,Produção,Ativo,Logística,Brasília - DF,Ana Souza,2023-11-18,2025-08-05
ASSET-0300,NB-WIN11-034,Notebook,Estação de Trabalho,Lenovo,ThinkPad X1 Carbon,Microsoft,Windows 11 Version 24H2,10.0.26100.0,10.0.26100.0,Oracle Corporation,Oracle Java SE,17.0.13,17.0.13,192.168.1.117,CRÍTICA,Produção,Ativo,TI - Infraestrutura,Curitiba - PR,Carlos Mendes,2022-02-17,2025-04-20
ASSET-0301,NB-WIN11-035,Notebook,Estação de Trabalho,Dell,Precision 5570,Microsoft,Windows 10 Version 21H2,10.0.19044.0,10.0.19044.0,Adobe,Illustrator,28.0,28.0,192.168.1.126,MÉDIA,Produção,Em manutenção,TI - Infraestrutura,Curitiba - PR,Juliana Ferreira,2024-07-31,2025-07-18
ASSET-0302,NB-WIN11-036,Notebook,Estação de Trabalho,Lenovo,ThinkPad T14s,Microsoft,Windows 11 Version 23H2,10.0.22631.6100,10.0.22631.6100,Adobe,Adobe Experience Manager,6.5.22,6.5.22,192.168.1.8,ALTA,Produção,Ativo,Compras,Rio de Janeiro - RJ,Marcos Oliveira,2020-05-27,2024-08-14
ASSET-0303,NB-WIN11-037,Notebook,Estação de Trabalho,Lenovo,ThinkPad T14s,Apple,macOS,14.0,14.0,Oracle Corporation,Oracle Java SE,17.0.15,17.0.15,192.168.1.6,BAIXA,Desenvolvimento,Ativo,Marketing,Salvador - BA,Roberto Silva,2023-04-26,2024-05-15
ASSET-0304,NB-WIN11-038,Notebook,Estação de Trabalho,Microsoft Surface,Surface Laptop 5,Apple,macOS,14.0,14.0,Oracle Corporation,Oracle Java SE,17.0.13,17.0.13,192.168.1.207,BAIXA,Homologação,Ativo,Financeiro,Belo Horizonte - MG,Camila Torres,2021-02-01,2025-03-09
ASSET-0305,NB-WIN11-039,Notebook,Estação de Trabalho,HP,ProBook 450 G10,Microsoft,Windows 10 Version 22H2,10.0.19045.0,10.0.19045.0,,,,,192.168.1.78,MÉDIA,Desenvolvimento,Ativo,RH,Curitiba - PR,Fernanda Alves,2019-02-24,2024-01-08
ASSET-0306,NB-WIN11-040,Notebook,Estação de Trabalho,HP,ZBook Studio G10,Microsoft,Windows 10 Version 21H2,10.0.19044.0,10.0.19044.0,curl,curl,8.4.0,8.4.0,192.168.1.176,CRÍTICA,Produção,Descomissionado,Marketing,Belo Horizonte - MG,Marcos Oliveira,2021-08-24,2024-10-10
ASSET-0307,NB-WIN11-041,Notebook,Estação de Trabalho,HP,EliteBook 840 G10,Microsoft,Windows 11 Version 23H2,10.0.22631.3000,10.0.22631.3000,curl,curl,8.4.0,8.4.0,192.168.1.62,BAIXA,Desenvolvimento,Em manutenção,TI - Desenvolvimento,Fortaleza - CE,Eduardo Pinto,2024-09-23,2025-02-17
ASSET-0308,NB-WIN11-042,Notebook,Estação de Trabalho,Lenovo,ThinkPad E14,Apple,macOS,14.0,14.0,Adobe,Adobe Experience Manager,6.5.22,6.5.22,192.168.1.67,BAIXA,Produção,Ativo,TI - Infraestrutura,Recife - PE,Marcos Oliveira,2024-07-16,2025-12-26
ASSET-0309,NB-WIN11-043,Notebook,Estação de Trabalho,Lenovo,ThinkPad T14s,Microsoft,Windows 10 Version 21H2,10.0.19044.5700,10.0.19044.5700,,,,,192.168.1.137,MÉDIA,Produção,Descomissionado,Compras,Curitiba - PR,Diego Carvalho,2022-01-08,2025-06-03
ASSET-0310,NB-WIN11-044,Notebook,Estação de Trabalho,Lenovo,ThinkPad E14,Microsoft,Windows 11 Version 23H2,10.0.22631.3000,10.0.22631.3000,,,,,192.168.1.25,MÉDIA,Homologação,Ativo,Logística,Brasília - DF,Marcos Oliveira,2024-04-08,2024-07-06
ASSET-0311,NB-WIN11-045,Notebook,Estação de Trabalho,HP,ZBook Studio G10,Apple,macOS,14.0,14.0,,,,,192.168.1.58,MÉDIA,Produção,Ativo,TI - Segurança,Curitiba - PR,Juliana Ferreira,2021-09-19,2025-01-15
ASSET-0312,NB-WIN11-046,Notebook,Estação de Trabalho,HP,ProBook 450 G10,Microsoft,Windows 11 Version 23H2,10.0.22631.3000,10.0.22631.3000,Adobe,InDesign Desktop,20.3,20.3,192.168.1.222,MÉDIA,Homologação,Ativo,TI - Segurança,Recife - PE,Carlos Mendes,2023-04-19,2024-07-18
ASSET-0313,NB-WIN11-047,Notebook,Estação de Trabalho,Apple,MacBook Air M3,Microsoft,Windows 10 Version 21H2,10.0.19044.0,10.0.19044.0,Oracle Corporation,Oracle Java SE,8u451,8.0.451,192.168.1.223,BAIXA,Produção,Ativo,RH,Salvador - BA,Carlos Mendes,2022-08-04,2025-08-06
ASSET-0314,NB-WIN11-048,Notebook,Estação de Trabalho,HP,ZBook Studio G10,Microsoft,Windows 10 Version 22H2,10.0.19045.5800,10.0.19045.5800,Oracle Corporation,Oracle Java SE,17.0.13,17.0.13,192.168.1.86,MÉDIA,Produção,Ativo,TI - Desenvolvimento,Rio de Janeiro - RJ,Fernanda Alves,2018-01-20,2025-04-07
ASSET-0315,NB-WIN11-049,Notebook,Estação de Trabalho,Lenovo,ThinkPad E14,Microsoft,Windows 11 Version 23H2,10.0.22631.3000,10.0.22631.3000,Oracle Corporation,Oracle Java SE,17.0.15,17.0.15,192.168.1.196,MÉDIA,Produção,Ativo,TI - Desenvolvimento,Recife - PE,Eduardo Pinto,2022-10-25,2025-02-17
ASSET-0316,NB-WIN11-050,Notebook,Estação de Trabalho,Apple,MacBook Pro 14,Microsoft,Windows 10 Version 22H2,10.0.19045.0,10.0.19045.0,Adobe,Illustrator,29.6,29.6,192.168.1.188,ALTA,Produção,Ativo,TI - Infraestrutura,Fortaleza - CE,Beatriz Costa,2023-12-16,2024-07-14
ASSET-0317,NB-WIN11-051,Notebook,Estação de Trabalho,Dell,Precision 5570,Microsoft,Windows 11 Version 24H2,10.0.26100.0,10.0.26100.0,curl,curl,8.4.0,8.4.0,192.168.1.178,BAIXA,Produção,Ativo,Compras,Curitiba - PR,Beatriz Costa,2023-08-24,2025-08-25
ASSET-0318,NB-WIN11-052,Notebook,Estação de Trabalho,Dell,Latitude 5540,Microsoft,Windows 11 Version 23H2,10.0.22631.3000,10.0.22631.3000,Oracle Corporation,Oracle Java SE,17.0.13,17.0.13,192.168.1.187,MÉDIA,Produção,Ativo,RH,Belo Horizonte - MG,Fernanda Alves,2019-07-03,2024-12-16
ASSET-0319,NB-WIN11-053,Notebook,Estação de Trabalho,Lenovo,ThinkPad X1 Carbon,Microsoft,Windows 10 Version 22H2,10.0.19045.5800,10.0.19045.5800,Adobe,Adobe Experience Manager,6.5.22,6.5.22,192.168.1.58,MÉDIA,Produção,Ativo,Jurídico,São Paulo - SP,Beatriz Costa,2024-08-12,2025-05-31
ASSET-0320,NB-WIN11-054,Notebook,Estação de Trabalho,HP,ZBook Studio G10,Microsoft,Windows 11 Version 24H2,10.0.26100.5000,10.0.26100.5000,Oracle Corporation,Oracle Java SE,8u451,8.0.451,192.168.1.225,MÉDIA,Homologação,Ativo,Marketing,São Paulo - SP,Pedro Nunes,2024-08-29,2024-02-19
ASSET-0321,NB-WIN11-055,Notebook,Estação de Trabalho,Dell,Latitude 5540,Apple,macOS,14.0,14.0,Oracle Corporation,Oracle Java SE,8u451,8.0.451,192.168.1.114,ALTA,Produção,Ativo,Compras,Rio de Janeiro - RJ,Pedro Nunes,2019-09-20,2024-07-29
ASSET-0322,NB-WIN11-056,Notebook,Estação de Trabalho,Dell,Latitude 7440,Apple,macOS,14.8,14.8,curl,curl,8.4.0,8.4.0,192.168.1.134,ALTA,Homologação,Ativo,Jurídico,Rio de Janeiro - RJ,Diego Carvalho,2019-03-06,2025-06-07
